,img,hash
22,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1386.jpg,21b1727173f3f2905cb9bb05076346ad
23,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_188.jpg,-1b1b0b4b6b6564664048874ec56530ff
24,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1351.jpg,5bb265cb9aaa123a-254d9abe6d563a86
25,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_639.jpg,24e2eaeae8f938a10424040a80821021
26,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1437.jpg,-6b7325951e3b1673168c93707f85c28d
27,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1423.jpg,-1c547476dfd5341d40e5fabd0031de7e
28,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1345.jpg,2a2a46c6dce03b10-10fd8400cf7b05fe
29,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_163.jpg,-f5716268f9f374000a0ff9ff96408c0
30,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_605.jpg,4352cacc8b2145e7-70f98df3e5ccefba
31,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_611.jpg,-34383c5c5753c7e05b0c0f5fd30fef2
32,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1379.jpg,-5a0a3a9a9c8aaaeb-414d6e62501c3ebf
33,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_177.jpg,582aaaa8ca4d4d4f-2aa7cdd67d3dfeff
34,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1580.jpg,4f3f1333dbd2f1f040a88034091ebf47
35,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_956.jpg,-151d115b563767c77922dceee0409a39
36,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_942.jpg,-4c0d8e8b8b078f8e25a7e30764808106
37,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1594.jpg,0b09094094656554-3cd18030ff0a10f0
38,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1225.jpg,-6d6d6d6d6d6c6c6e-0604000e40000e6
39,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_995.jpg,5a4858343564258c7ec998f231d267a4
40,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1543.jpg,-141596960e0b4b4c170a4b4a4b094585
41,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1557.jpg,-49292968eaabaea8-17db3f55da2bf8c8
42,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_981.jpg,52828ace46444cc0500083f882045884
43,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_759.jpg,6de91578cd18080b-000e09f38860085
44,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1231.jpg,0e06061606160616080820040a102008
45,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1219.jpg,242c738ea08c9989-7c031ce19dfbca65
46,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_771.jpg,128143cc3962830976bf77dcb0c3040f
47,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_765.jpg,-3339395d5b5e2730-7bf33ecd3111201
48,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_598.jpg,54d49696949496560d61fefa00ddb11c
49,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_32.jpg,-58be9fcbd173ef6f-537ab7feb117c701
50,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_26.jpg,-5bb512e589b974fe-5b8d72e7dc330601
51,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1741.jpg,266f25b7f59b3a3f321f4d2e4592fb6c
52,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_229.jpg,4c6d753db8d35e56-65f73982867cffba
53,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1027.jpg,-46868aaea62d262c-52cfd3f3bfc11c01
54,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1033.jpg,-736727272d29993a2e3c7c19039040c6
55,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1755.jpg,5352526e7e95b1e22ff7126fee98f3d7
56,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_573.jpg,25c5c9496da5f5f0731c0713ebbd1dff
57,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_215.jpg,72b6a6642caaea7a53933ed468bc8bff
58,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_201.jpg,646c5d191321e9e5-6fbdbf2ec3cbfe7e
59,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1769.jpg,7471e964eae9b1f9-239d44807f77c8c0
60,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_567.jpg,7777713a6f9a737777ffff01ee0003ff
61,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1751.jpg,787070d160e1c3a5-7bd1f2086fe3c6f
62,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_239.jpg,-566e65697922362f2d33e30002fc0bff
63,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1037.jpg,000367b3b494d4b801fffeffff000000
64,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1023.jpg,21990d86697393b3-180c80e12699ff3c
65,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1745.jpg,-4597278ad99818a2-4910e724cfb2f0fe
66,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_563.jpg,54d820101028088865d8804f14ef671b
67,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_205.jpg,-6a69697f9f9f9ac7-04fcb64601cb398
68,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_211.jpg,-222732411ff39bcc-80c00073ee6b063
69,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_577.jpg,699866b6b676151547b1400da262c495
70,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_588.jpg,6d55a88839bb2e682e5460880013bf28
71,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_22.jpg,49ac2aa974a5a2625f90040a50e1a6ff
72,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_36.jpg,-7757575755555556-0672c5f820fc000
73,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1235.jpg,594d6d2135255753000e198bc729bcff
74,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_985.jpg,64223131b999cdc9-235113ba9dcdcf01
75,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1553.jpg,-753a011bbffbfbe86e0fffe401800738
76,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1547.jpg,3aa6a6d53a30e6c130782edc0330000e
77,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_749.jpg,3232286ce4e2e3f1-909ccd4860371e3
78,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_991.jpg,-66a4ac271f1cdedb3d38ffffe0008f78
79,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1221.jpg,73736343c3c3c3c3-6069cfe0dfdf4fd
80,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1209.jpg,52575773ab2f654600000454933ac15f
81,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_761.jpg,6a1cc6d56d14acb1-19cef7e936aaf301
82,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_775.jpg,-6969e866266cef5d22900620d98e50ff
83,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1590.jpg,-393d1e277a3485e5-62219084ce703f88
84,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_946.jpg,-70640b1e181c3c80000b0cd1e58c478
85,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_952.jpg,3232175532d24959-3195c1eb9fd91101
86,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1584.jpg,0f5a020aa8f5606200fff71e0a9c8160
87,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1341.jpg,4949d5ccccc4ecc5-7d44c0295ef7773
88,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_629.jpg,-6ced6c365b9d1b3c0032e719803b20ac
89,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1427.jpg,-16969c98cec9482a-6036fc33dcb55a6a
90,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1433.jpg,-1aecdd8c2a2d8fd4-3ec0009902f13f08
91,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1355.jpg,313a3dd9b5a694ac053e2dd8f30753be
92,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_173.jpg,4352cacc8b2145e7-70f98df3e5ccefba
93,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_615.jpg,-52153bf1b131cf403de8800166fc70ff
94,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_601.jpg,24a1c9cbc2535b434001e0498000d1ff
95,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1369.jpg,-321c39b1570f332b10ef87fc7f0018c0
96,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_167.jpg,-7320a1a1a0b9a17-1c466dee10c99b28
97,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1382.jpg,299c1c15b295b3246b80b81c42b99318
98,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_832.jpg,48b83bfcf8e9015f-31600003ff7ffcc5
99,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_826.jpg,34346c5c9898989a52e7ee6c10c06471
100,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1396.jpg,-6eae30f2a039d98c007f00ff00de3ef7
101,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_198.jpg,66626cfa517070e366260108b8145022
102,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1625.jpg,258249e1a73236b6-249ef3cf8f99e4d
103,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1143.jpg,-545454342c2d2d29-436157e747f77d70
104,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1157.jpg,-39190d0d0783e3f21b8f070703c1f138
105,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_359.jpg,5972e4e0f0abaa4a1970fffc013aa659
106,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1631.jpg,-222e7449c5c98bab48510b8418a0b8c5
107,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_417.jpg,-484849e3465e3c6e3f83a67c30e1c080
108,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1619.jpg,-19143fab1b5a3740-b7c05edbf9b7f40
109,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_371.jpg,6deaeaeaeeeee4640d005033408a8a14
110,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_365.jpg,69692fb8e088080c-100080071ff804e4
111,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_403.jpg,-6ced2c365b9d193c0032e718803b20ac
112,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1180.jpg,2a2a46c6dce03b10-10fd8400cf7b05fe
113,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1194.jpg,-ebe3e2d6e6e6e6d21f9cdc884080157
114,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1195.jpg,-3d2d653503a3b9b20f83e41eff80f76f
115,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1181.jpg,-4de74e4c381939e40640d137f8e48603
116,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_364.jpg,-7adc35556cefa688-6218e3f47defff0e
117,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_402.jpg,-4d6a8b8dcb07a6a46a3085df3fe1ef4c
118,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1618.jpg,-2816253317141987-285fed29febcf936
119,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_416.jpg,-4255b0dcdac98dd-1ee5927fcbac0b01
120,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_370.jpg,-6acad35b4b32666d-7c8d8200fff61765
121,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_358.jpg,555a59b616162e9e0508410008536cf6
122,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1156.jpg,34346c5c9898989a52e7ee6c10c06471
123,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1630.jpg,313a3dd9b5a694ac053e2dd8f30753be
124,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1624.jpg,6e9f57f2e2f5da930c881c1722fdf8f2
125,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1142.jpg,258249e1a73236b6-249ef3cf8f99e4d
126,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_827.jpg,2a2b23262a0a4646007840e5e92112ff
127,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_199.jpg,-a910e35755bc97415fc4078128f60ff
128,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1397.jpg,-151d115b563767c77922dceee0409a39
129,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1383.jpg,7e6e6860a232120010000840c3e0fc70
130,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_833.jpg,-4de74e4c381939e40640d137f8e48603
131,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_600.jpg,-3339395d5b5e2730-7bf33ecd3111201
132,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_166.jpg,-54a461988fc3087f02c0300e07f9fcff
133,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1368.jpg,2d99ad62b4a2e3626e19886300308f06
134,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_172.jpg,-55a5b4358fe1e4e42fe1ffbf00c54299
135,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_614.jpg,-1aecdd8c2a2d8fd4-3ec0009902f13f08
136,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1432.jpg,-3533113531393334-30261e34f799f800
137,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1354.jpg,-22259290cedbad2a6d921dc8e729c323
138,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1340.jpg,092b2b3543153613-6abf859a35661bc5
139,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1426.jpg,-7672cb6a61a995d80280fd07389562fd
140,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_628.jpg,-10d2f97dbcb8fe8782e9fd148eeeeff
141,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1585.jpg,-3c34bcac4db95f5630a9e801bbc48568
142,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_953.jpg,-5d6c6c28a8dc4c2b3de800a2d4402b17
143,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_947.jpg,0080f0f8f0c0c0c0000e07f8fc5fffff
144,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1591.jpg,6838f97b9bb37172-30c6d21f6665c8af
145,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_774.jpg,1f9bc8c1707078cc7e3ebf9f8747e3d9
146,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1208.jpg,53dbfb753567effd6f1790ec1527eeff
147,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_760.jpg,0b8b8bc36b65f2937b7c3c9edaedc604
148,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_990.jpg,52523ceb404e142c675f78a0e10a14ff
149,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_748.jpg,222cacecac2dad6d-3819e0bb77805a58
150,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1546.jpg,4674b2b661170d99085dffff80426e3d
151,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1220.jpg,-141596960e0b4b4c170a4b4a4b094585
152,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1234.jpg,055692988c8c0260-40a389200f67c130
153,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1552.jpg,-274806a72542d3c400000769c2b30d7c
154,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_984.jpg,-2694d151434964c5-6efcdff36ffe6301
155,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_37.jpg,-295b74ad1b377ff8-11a75ed9b1f7f01
156,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_23.jpg,1868485347de88ab300459b107c439ff
157,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_589.jpg,343d39bb717ab524-116296f76e8d0e01
158,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_210.jpg,696c646b69cdcc14-2de42b09bcbe7f6b
159,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_576.jpg,-b513d9b3c940d52-e0160d33fd00100
160,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_562.jpg,23db525625b40c8d248b321f0cf160ff
161,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_204.jpg,-24834151911131b-260ec040096dd374
162,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1022.jpg,11b12083a06890a47ff76c00b74b10a1
163,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1744.jpg,-1b31be331aa56c37-78c7f8f37eaf8bf6
164,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1750.jpg,49aa688511eaea795d8f688e35040a00
165,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1036.jpg,572a3a6aba3665ac556d344a8812450c
166,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_238.jpg,-54ec49c9c94b4aef-760400fcd331fac3
167,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_548.jpg,-787af2f0f0f6d0f1-213970f7fbc6feff
168,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1746.jpg,-4bb1c96e1d77e7de00807c3dc40b11be
169,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1020.jpg,-292386cd8a952d58-29f3b6cdca94295d
170,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1034.jpg,3555480c0a125a522615c3c048240b11
171,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1752.jpg,3c5cf172d25a9797-7c3279f78bf0020
172,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_574.jpg,0f96476d9b5fad6a0bb01c40205eb1ff
173,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_212.jpg,582d1aaccacaebe3-2d52cd1bf42406ea
174,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_1008.jpg,-5a23323a7a0eaca6-59ffcf3772d2382d
175,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_206.jpg,476747434755555900407cff0000a7ff
176,/Users/ck-intosh/Downloads/COMP_8157/Project/Project_work/raw_dataset/leaf_rust/LR_560.jpg,-7f3f3f195acdcdb830101bcec926a6ff
